id;created_at;customer_id;status
93;16/05/2019 06:34;77;carrinho
94;25/05/2019 11:57;95;entrega_pendente
95;25/03/2019 21:37;78;entregue
96;30/03/2019 05:33;80;carrinho
97;12/02/2020 18:09;8;carrinho
98;21/12/2019 20:36;74;carrinho
99;31/12/2019 01:47;62;carrinho
100;23/06/2019 05:26;8;pagamento_pendente
101;16/01/2019 02:56;69;entrega_pendente
102;01/09/2019 16:12;66;pagamento_pendente
103;15/10/2019 06:30;82;pagamento_pendente
104;28/01/2020 00:29;78;entregue
105;10/06/2019 02:01;32;cancelado
106;21/05/2019 20:03;89;pagamento_pendente
107;07/10/2019 21:56;1;entrega_pendente
108;24/01/2020 00:01;34;carrinho
109;26/10/2019 23:35;72;entregue
110;11/02/2019 10:03;54;cancelado
111;27/10/2019 01:25;5;entrega_pendente
112;03/01/2019 08:06;16;entregue
113;06/01/2020 09:09;21;carrinho
114;04/09/2019 07:32;63;cancelado
115;27/05/2019 16:24;15;entrega_pendente
116;17/07/2019 10:33;73;carrinho
117;16/01/2020 00:00;79;pagamento_pendente
118;24/07/2019 19:14;38;entregue
119;10/04/2019 00:35;87;cancelado
120;04/05/2019 23:43;62;pagamento_pendente
121;27/12/2019 12:03;39;entrega_pendente
122;24/02/2019 14:39;36;cancelado
123;08/01/2019 20:47;73;entregue
124;24/02/2020 06:33;76;carrinho
125;09/05/2019 14:48;87;entrega_pendente
126;04/06/2019 09:23;97;entrega_pendente
127;23/01/2020 20:29;59;entrega_pendente
128;08/07/2019 13:33;55;cancelado
129;23/10/2019 06:20;83;pagamento_pendente
130;17/11/2019 11:15;55;cancelado
131;16/01/2020 00:54;65;cancelado
132;31/08/2019 07:39;65;pagamento_pendente
133;31/12/2019 15:51;91;cancelado
134;17/04/2019 18:11;43;entrega_pendente
135;18/11/2019 23:10;8;pagamento_pendente
136;02/09/2019 10:23;41;pagamento_pendente
137;28/03/2019 21:29;74;entregue
138;07/10/2019 07:45;64;entregue
139;01/01/2019 03:03;66;entrega_pendente
140;26/03/2019 13:07;77;entregue
141;13/01/2020 18:21;7;cancelado
142;23/02/2019 05:37;46;carrinho
143;30/09/2019 19:39;31;entrega_pendente
144;31/08/2019 13:31;31;entrega_pendente
145;15/06/2019 01:38;52;pagamento_pendente
146;24/08/2019 05:38;8;carrinho
147;01/02/2019 01:28;52;entrega_pendente
148;12/04/2019 06:04;75;pagamento_pendente
149;24/03/2019 06:25;72;entrega_pendente
150;02/08/2019 23:16;78;entregue
151;09/10/2019 23:03;47;carrinho
152;19/07/2019 11:01;12;carrinho
153;13/02/2020 17:19;91;pagamento_pendente
154;24/10/2019 17:58;38;pagamento_pendente
155;25/12/2019 01:17;10;carrinho
156;03/02/2020 12:05;17;entregue
157;17/12/2019 21:36;18;carrinho
158;14/05/2019 19:41;25;pagamento_pendente
159;19/05/2019 06:34;82;entrega_pendente
160;11/09/2019 23:23;62;carrinho
161;02/12/2019 15:46;36;entrega_pendente
162;21/11/2019 04:13;99;carrinho
163;27/04/2019 08:01;81;carrinho
164;09/04/2019 20:42;85;cancelado
165;14/07/2019 21:56;86;carrinho
166;21/12/2019 20:16;86;carrinho
167;27/08/2019 01:00;76;cancelado
168;28/09/2019 04:10;81;entregue
169;21/04/2019 11:50;83;carrinho
170;15/10/2019 19:20;87;entregue
171;20/09/2019 00:24;69;cancelado
172;01/04/2019 23:42;29;entregue
173;20/11/2019 08:18;28;pagamento_pendente
174;19/08/2019 01:55;25;entrega_pendente
175;27/02/2020 07:17;33;entrega_pendente
176;11/01/2020 00:49;74;entregue
177;29/09/2019 01:51;95;entregue
178;28/01/2019 05:26;11;carrinho
179;01/01/2019 13:43;27;carrinho
180;26/07/2019 01:37;78;entregue
181;03/07/2019 23:14;61;cancelado
182;20/05/2019 20:35;86;entregue
183;11/10/2019 23:49;23;entrega_pendente
184;27/05/2019 14:25;67;pagamento_pendente
185;22/03/2019 10:51;28;pagamento_pendente
186;24/02/2019 20:07;8;entrega_pendente
187;28/05/2019 02:59;30;entregue
188;12/07/2019 14:53;31;cancelado
189;04/06/2019 14:55;83;carrinho
190;31/01/2019 03:33;74;cancelado
191;11/04/2019 13:20;94;entregue
192;22/08/2019 23:09;44;entregue
193;26/05/2019 09:51;13;cancelado
194;08/02/2020 13:58;64;cancelado
195;25/10/2019 21:29;2;carrinho
196;18/09/2019 11:11;90;cancelado
197;22/07/2019 19:27;86;entrega_pendente
198;29/10/2019 20:58;59;entregue
199;25/05/2019 05:46;41;pagamento_pendente
200;27/06/2019 07:50;1;entrega_pendente
201;19/11/2019 20:38;32;pagamento_pendente
202;07/10/2019 13:17;8;entregue
203;13/07/2019 02:48;72;entrega_pendente
204;18/06/2019 07:40;5;entregue
205;10/02/2020 02:55;97;pagamento_pendente
206;29/11/2019 03:15;25;cancelado
207;07/04/2019 23:05;71;carrinho
208;19/09/2019 19:26;60;pagamento_pendente
209;03/02/2019 22:56;58;carrinho
210;20/10/2019 23:19;33;entregue
211;28/01/2020 20:05;30;entrega_pendente
212;26/09/2019 14:33;44;entregue
213;29/01/2020 06:56;30;entregue
214;22/01/2020 19:53;99;carrinho
215;08/03/2019 16:58;17;entregue
216;30/09/2019 03:29;44;entregue
217;20/11/2019 07:30;42;pagamento_pendente
218;21/05/2019 17:25;98;entregue
219;12/11/2019 12:20;99;entregue
220;29/07/2019 13:23;5;entregue
221;08/03/2019 19:36;66;entrega_pendente
222;01/08/2019 18:53;90;pagamento_pendente
223;11/08/2019 07:52;7;carrinho
224;06/08/2019 22:50;31;cancelado
225;12/01/2020 19:04;72;entrega_pendente
226;24/01/2020 14:29;75;entregue
227;28/02/2019 06:17;26;entrega_pendente
228;05/01/2019 07:22;75;entregue
229;28/01/2019 03:39;90;entrega_pendente
230;06/02/2019 10:56;13;entrega_pendente
231;04/12/2019 13:36;3;carrinho
232;28/08/2019 13:10;79;carrinho
233;07/02/2020 00:25;61;entregue
234;07/11/2019 17:38;4;entregue
235;26/04/2019 07:03;77;cancelado
236;30/06/2019 23:21;97;carrinho
237;15/06/2019 15:45;34;pagamento_pendente
238;15/02/2019 02:48;89;carrinho
239;02/01/2019 08:38;7;carrinho
240;05/05/2019 00:48;17;pagamento_pendente
241;05/01/2020 04:47;58;entregue
242;14/08/2019 13:11;86;entrega_pendente
243;21/09/2019 04:21;4;pagamento_pendente
244;24/12/2019 03:35;38;entrega_pendente
245;10/06/2019 20:30;57;pagamento_pendente
246;15/09/2019 09:34;9;carrinho
247;03/06/2019 16:50;19;carrinho
248;29/08/2019 18:37;35;entrega_pendente
249;09/07/2019 20:14;25;entregue
250;08/07/2019 00:20;22;carrinho
251;27/01/2020 15:22;3;pagamento_pendente
252;12/09/2019 01:14;27;pagamento_pendente
253;02/01/2019 23:41;25;entregue
254;01/04/2019 11:09;50;entrega_pendente
255;21/07/2019 10:19;45;entregue
256;13/11/2019 17:04;63;pagamento_pendente
257;24/03/2019 01:21;1;entrega_pendente
258;29/02/2020 12:53;90;carrinho
259;19/06/2019 23:47;23;entrega_pendente
260;29/06/2019 00:09;98;pagamento_pendente
261;13/08/2019 19:15;74;entregue
262;15/07/2019 21:42;58;carrinho
263;16/01/2019 01:43;21;carrinho
264;26/01/2020 13:36;1;pagamento_pendente
265;18/09/2019 18:32;14;cancelado
266;28/12/2019 03:05;52;entrega_pendente
267;11/09/2019 07:09;43;carrinho
268;31/12/2019 15:51;20;entregue
269;16/01/2020 15:30;91;pagamento_pendente
270;03/01/2019 06:34;83;pagamento_pendente
271;24/05/2019 13:25;80;entregue
272;05/08/2019 17:12;28;carrinho
273;15/08/2019 21:50;57;carrinho
274;06/12/2019 21:15;86;carrinho
275;10/03/2019 08:50;52;entregue
276;24/07/2019 09:52;45;entregue
277;08/12/2019 15:22;51;entregue
278;17/07/2019 18:42;37;carrinho
279;28/01/2019 04:08;3;entrega_pendente
280;25/02/2019 00:13;20;entregue
281;12/09/2019 14:01;58;entregue
282;02/01/2020 06:25;85;carrinho
283;30/07/2019 11:23;76;pagamento_pendente
284;02/04/2019 06:43;40;pagamento_pendente
285;08/01/2019 19:01;7;entrega_pendente
286;08/06/2019 18:27;59;entrega_pendente
287;06/01/2020 10:58;69;carrinho
288;09/11/2019 14:59;65;pagamento_pendente
289;13/08/2019 04:42;30;entrega_pendente
290;21/06/2019 18:46;68;pagamento_pendente
291;17/10/2019 11:04;35;entrega_pendente
292;18/03/2019 15:09;4;entregue
293;21/05/2019 21:56;95;entregue
294;19/03/2019 16:00;2;carrinho
295;23/04/2019 08:37;59;pagamento_pendente
296;11/12/2019 08:39;0;entregue
297;01/10/2019 16:36;93;carrinho
298;15/12/2019 16:28;38;pagamento_pendente
299;16/10/2019 01:28;64;entrega_pendente
300;04/03/2019 12:16;90;entrega_pendente
301;06/11/2019 17:34;43;entrega_pendente
302;23/06/2019 05:11;61;entrega_pendente
303;25/06/2019 00:17;36;entrega_pendente
304;22/02/2020 07:17;51;carrinho
305;08/05/2019 14:30;7;entrega_pendente
306;07/05/2019 10:27;91;pagamento_pendente
307;07/08/2019 12:40;62;carrinho
308;10/01/2020 23:40;21;pagamento_pendente
309;08/10/2019 03:13;33;cancelado
310;29/12/2019 23:20;47;entregue
311;23/05/2019 15:23;0;pagamento_pendente
312;24/01/2019 03:46;26;entregue
313;21/03/2019 02:02;41;entregue
314;13/10/2019 02:29;18;entrega_pendente
315;22/08/2019 17:17;92;entrega_pendente
316;09/06/2019 19:59;1;pagamento_pendente
317;26/05/2019 07:13;44;entrega_pendente
318;03/04/2019 04:18;28;entregue
319;07/12/2019 12:03;95;carrinho
320;18/09/2019 22:14;5;pagamento_pendente
321;24/10/2019 16:35;68;pagamento_pendente
322;15/10/2019 16:43;37;entrega_pendente
323;30/04/2019 15:55;20;carrinho
324;02/02/2019 12:41;92;entregue
325;24/01/2020 07:47;69;entrega_pendente
326;28/07/2019 02:28;47;pagamento_pendente
327;18/06/2019 23:20;33;pagamento_pendente
328;24/01/2020 15:41;91;entregue
329;27/12/2019 09:46;58;entregue
330;15/01/2019 10:11;1;pagamento_pendente
331;21/01/2020 08:08;95;entregue
332;21/07/2019 17:30;22;entrega_pendente
333;06/06/2019 13:51;94;entregue
334;11/08/2019 11:10;83;carrinho
335;03/01/2020 03:17;66;entregue
336;18/09/2019 05:56;24;entrega_pendente
337;02/06/2019 22:02;96;entregue
338;08/07/2019 20:34;28;pagamento_pendente
339;11/06/2019 22:59;48;carrinho
340;31/01/2019 15:40;91;entrega_pendente
341;17/01/2019 12:30;69;entregue
342;14/03/2019 21:27;61;entrega_pendente
343;03/05/2019 17:16;10;entregue
344;07/07/2019 05:05;53;entregue
345;10/09/2019 16:25;42;entrega_pendente
346;15/07/2019 17:37;48;entregue
347;22/11/2019 04:20;94;entrega_pendente
348;17/07/2019 10:31;20;pagamento_pendente
349;19/04/2019 00:57;12;entregue
350;17/02/2019 16:02;48;entregue
351;20/07/2019 23:16;59;entregue
352;08/02/2020 23:20;70;pagamento_pendente
353;02/03/2019 16:55;41;entregue
354;14/03/2019 20:05;41;cancelado
355;03/01/2020 05:03;60;entrega_pendente
356;04/12/2019 15:50;4;carrinho
357;09/02/2020 09:29;76;pagamento_pendente
358;03/11/2019 04:05;76;entregue
359;16/01/2019 14:02;7;carrinho
360;21/04/2019 13:10;40;carrinho
361;15/07/2019 09:11;10;pagamento_pendente
362;13/04/2019 13:01;2;entrega_pendente
363;30/10/2019 11:47;0;carrinho
364;20/08/2019 13:22;93;entregue
365;06/05/2019 15:56;35;entregue
366;14/04/2019 08:28;46;entregue
367;07/12/2019 17:24;96;carrinho
368;16/01/2020 15:55;55;entregue
369;02/10/2019 08:31;25;pagamento_pendente
370;12/12/2019 03:10;32;carrinho
371;04/09/2019 09:16;85;entregue
372;07/06/2019 22:32;83;entregue
373;22/12/2019 16:17;57;entrega_pendente
374;12/08/2019 09:21;0;pagamento_pendente
375;31/07/2019 02:42;23;pagamento_pendente
376;31/01/2020 16:07;75;entrega_pendente
377;12/06/2019 20:47;62;carrinho
378;28/04/2019 04:03;49;entrega_pendente
379;22/03/2019 19:58;0;entrega_pendente
380;08/06/2019 18:12;62;carrinho
381;26/06/2019 20:05;32;cancelado
382;11/03/2019 16:51;98;entrega_pendente
383;10/10/2019 15:10;72;cancelado
384;20/07/2019 07:10;1;cancelado
385;28/03/2019 09:57;83;entrega_pendente
386;12/07/2019 05:10;40;pagamento_pendente
387;24/09/2019 09:17;54;carrinho
388;05/01/2019 18:17;92;carrinho
389;26/11/2019 17:45;10;entregue
390;29/06/2019 15:08;76;entrega_pendente
391;16/06/2019 05:54;33;carrinho
392;17/02/2020 16:21;5;carrinho
393;15/12/2019 05:56;31;carrinho
394;28/11/2019 05:25;45;pagamento_pendente
395;11/04/2019 09:52;21;pagamento_pendente
396;21/04/2019 05:49;11;pagamento_pendente
397;10/12/2019 12:08;10;entrega_pendente
398;05/12/2019 06:42;20;cancelado
399;07/06/2019 10:13;6;entregue
400;18/10/2019 05:15;17;entrega_pendente
401;28/11/2019 14:36;12;entregue
402;20/02/2020 09:17;0;entregue
403;27/05/2019 22:36;92;entrega_pendente
404;18/01/2019 08:48;82;cancelado
405;20/02/2020 12:27;9;cancelado
406;25/07/2019 13:37;76;entregue
407;21/10/2019 08:39;47;entregue
408;09/09/2019 01:39;1;entrega_pendente
409;21/01/2019 02:20;36;entrega_pendente
410;24/11/2019 01:43;74;entrega_pendente
411;30/08/2019 10:41;81;pagamento_pendente
412;19/01/2020 16:07;24;cancelado
413;03/01/2020 09:33;21;entregue
414;16/04/2019 12:29;11;entrega_pendente
415;25/12/2019 00:46;82;pagamento_pendente
416;16/10/2019 11:36;60;carrinho
417;06/03/2019 19:51;78;entregue
418;05/05/2019 16:15;56;entrega_pendente
419;04/02/2020 16:56;36;carrinho
420;15/06/2019 11:56;44;entrega_pendente
421;10/08/2019 07:46;25;cancelado
422;22/05/2019 22:46;45;carrinho
423;24/11/2019 22:02;74;carrinho
424;28/06/2019 09:42;48;entrega_pendente
425;15/08/2019 03:13;23;carrinho
426;03/07/2019 21:21;87;entrega_pendente
427;19/01/2020 17:23;58;entregue
428;12/05/2019 20:13;37;entrega_pendente
429;28/09/2019 21:17;72;cancelado
430;07/11/2019 22:42;76;carrinho
431;10/12/2019 21:48;8;entrega_pendente
432;07/04/2019 13:33;72;entrega_pendente
433;26/02/2019 01:58;54;pagamento_pendente
434;02/03/2019 07:43;21;entrega_pendente
435;27/04/2019 16:26;23;entrega_pendente
436;23/05/2019 19:30;35;pagamento_pendente
437;15/10/2019 20:37;34;cancelado
438;28/11/2019 22:00;1;carrinho
439;15/02/2020 17:25;88;entregue
440;24/11/2019 09:48;17;entregue
441;07/03/2019 18:08;63;entregue
442;09/07/2019 14:20;67;entregue
443;05/11/2019 23:27;7;pagamento_pendente
444;10/02/2020 07:46;51;entrega_pendente
445;17/11/2019 05:55;19;carrinho
446;27/10/2019 17:02;3;cancelado
447;04/10/2019 12:04;85;entregue
448;06/07/2019 18:40;22;entrega_pendente
449;18/03/2019 03:49;70;pagamento_pendente
450;03/01/2019 12:31;17;entrega_pendente
451;15/01/2019 19:49;11;entrega_pendente
452;22/09/2019 16:42;13;pagamento_pendente
453;27/01/2020 14:22;2;entrega_pendente
454;23/04/2019 11:55;39;entrega_pendente
455;02/01/2020 14:11;16;carrinho
456;04/08/2019 11:17;62;entregue
457;02/02/2020 16:03;83;carrinho
458;27/07/2019 08:40;12;entregue
459;02/03/2019 08:27;19;pagamento_pendente
460;09/07/2019 07:27;58;entrega_pendente
461;25/02/2020 19:44;21;entrega_pendente
462;25/03/2019 18:58;30;entregue
463;04/02/2019 08:06;39;entregue
464;13/05/2019 13:28;18;carrinho
465;23/11/2019 04:03;8;carrinho
466;16/04/2019 15:11;65;entrega_pendente
467;14/08/2019 06:50;43;pagamento_pendente
468;26/10/2019 21:13;57;pagamento_pendente
469;30/10/2019 21:20;20;carrinho
470;19/10/2019 20:32;44;entrega_pendente
471;21/04/2019 12:45;19;entregue
472;11/08/2019 08:19;90;carrinho
473;01/05/2019 05:41;87;pagamento_pendente
474;09/10/2019 11:56;38;entregue
475;04/10/2019 01:33;91;entregue
476;08/03/2019 22:34;52;entrega_pendente
477;18/01/2019 14:20;32;carrinho
478;22/05/2019 12:05;11;pagamento_pendente
479;18/10/2019 17:41;11;entregue
480;30/08/2019 14:40;53;entrega_pendente
481;15/01/2020 17:12;39;entrega_pendente
482;10/05/2019 10:19;57;carrinho
483;13/02/2019 20:31;87;cancelado
484;26/07/2019 19:24;86;entrega_pendente
485;21/09/2019 09:33;94;pagamento_pendente
486;13/07/2019 19:22;94;carrinho
487;12/04/2019 21:27;99;cancelado
488;10/01/2020 18:00;98;entrega_pendente
489;20/02/2019 04:18;0;carrinho
490;21/12/2019 07:57;51;carrinho
491;27/11/2019 17:27;77;pagamento_pendente
492;12/02/2019 21:46;18;cancelado
493;17/12/2019 15:20;48;entregue
494;16/02/2020 07:07;35;pagamento_pendente
495;25/02/2019 22:33;5;pagamento_pendente
496;27/02/2019 21:24;28;pagamento_pendente
497;09/04/2019 13:26;29;pagamento_pendente
498;03/01/2020 08:31;8;entrega_pendente
499;19/02/2019 23:27;61;pagamento_pendente
500;14/01/2019 10:52;41;entregue
501;19/07/2019 12:32;0;pagamento_pendente
502;14/06/2019 11:44;71;entrega_pendente
503;08/02/2019 09:51;28;pagamento_pendente
504;15/02/2019 18:33;34;entregue
505;15/09/2019 01:21;80;entrega_pendente
506;03/05/2019 19:57;23;entrega_pendente
507;31/07/2019 06:20;41;pagamento_pendente
508;02/03/2019 11:27;80;carrinho
509;31/07/2019 14:25;86;entregue
510;17/08/2019 22:35;21;carrinho
511;03/08/2019 08:47;18;entregue
512;01/07/2019 03:35;43;pagamento_pendente
513;13/01/2019 13:01;83;entregue
514;31/01/2019 10:03;56;entrega_pendente
515;21/01/2020 14:44;30;carrinho
516;05/12/2019 16:23;58;pagamento_pendente
517;26/06/2019 02:26;70;carrinho
518;29/12/2019 13:33;34;carrinho
519;15/08/2019 02:59;33;cancelado
520;11/05/2019 16:28;81;carrinho
521;30/09/2019 01:17;81;pagamento_pendente
522;09/02/2020 14:35;97;pagamento_pendente
523;24/02/2019 19:06;80;carrinho
524;08/06/2019 04:32;86;entregue
525;07/09/2019 07:29;25;carrinho
526;26/10/2019 16:33;23;entregue
527;14/09/2019 23:38;74;pagamento_pendente
528;05/01/2019 20:40;36;carrinho
529;05/06/2019 19:37;27;pagamento_pendente
530;01/07/2019 19:51;50;entrega_pendente
531;15/04/2019 00:35;41;entregue
532;19/02/2019 03:06;77;entregue
533;14/04/2019 14:39;57;carrinho
534;05/12/2019 15:13;8;entregue
535;28/11/2019 19:51;52;entregue
536;20/02/2020 10:14;46;pagamento_pendente
537;10/10/2019 22:03;15;pagamento_pendente
538;26/10/2019 02:27;84;pagamento_pendente
539;18/05/2019 09:02;83;entrega_pendente
540;06/07/2019 13:00;1;carrinho
541;17/12/2019 09:15;65;carrinho
542;01/02/2020 06:55;39;carrinho
543;10/04/2019 07:31;65;entregue
544;12/03/2019 07:13;77;pagamento_pendente
545;16/01/2020 10:05;87;entrega_pendente
546;28/08/2019 01:49;71;pagamento_pendente
547;20/01/2019 13:10;42;entrega_pendente
548;09/04/2019 00:46;0;entregue
549;24/06/2019 03:30;37;entrega_pendente
550;03/07/2019 02:48;35;carrinho
551;23/01/2020 21:42;31;cancelado
552;15/01/2020 06:43;17;pagamento_pendente
553;17/01/2020 14:34;78;pagamento_pendente
554;17/02/2020 09:58;72;entregue
555;15/02/2020 19:46;61;carrinho
556;23/01/2019 23:14;24;entrega_pendente
557;24/02/2019 21:57;56;entregue
558;03/11/2019 04:31;7;carrinho
559;08/11/2019 17:38;21;pagamento_pendente
560;25/09/2019 14:15;99;carrinho
561;28/02/2020 06:08;29;carrinho
562;25/02/2020 06:22;44;pagamento_pendente
563;09/09/2019 14:38;60;entrega_pendente
564;05/04/2019 18:41;82;entrega_pendente
565;14/06/2019 06:19;91;entregue
566;19/03/2019 14:53;92;cancelado
567;02/02/2019 10:00;90;entregue
568;20/03/2019 06:09;35;carrinho
569;08/01/2019 19:12;62;pagamento_pendente
570;07/04/2019 14:49;15;pagamento_pendente
571;16/01/2020 07:11;5;pagamento_pendente
572;21/08/2019 11:53;94;entregue
573;01/11/2019 06:03;6;pagamento_pendente
574;19/05/2019 11:20;99;entrega_pendente
575;27/09/2019 03:51;90;entregue
576;07/01/2020 03:06;85;pagamento_pendente
577;28/08/2019 08:00;59;pagamento_pendente
578;27/06/2019 10:56;60;entregue
579;24/01/2019 15:05;28;carrinho
580;24/05/2019 19:34;91;entregue
581;20/09/2019 17:44;55;entrega_pendente
582;03/02/2019 02:47;23;entregue
583;05/11/2019 01:10;44;entrega_pendente
584;29/02/2020 05:36;60;entrega_pendente
585;19/07/2019 18:38;42;entregue
586;14/10/2019 22:03;93;entrega_pendente
587;06/02/2020 20:37;21;carrinho
588;14/02/2019 17:00;21;entregue
589;21/01/2020 09:09;62;entregue
590;06/04/2019 11:24;33;entregue
591;05/06/2019 13:00;52;pagamento_pendente
592;17/06/2019 17:55;5;entrega_pendente
593;22/08/2019 07:50;75;entregue
594;16/08/2019 02:23;78;carrinho
595;20/03/2019 00:25;97;entregue
596;24/04/2019 13:15;73;pagamento_pendente
597;12/02/2020 05:25;41;entrega_pendente
598;03/10/2019 18:35;60;entrega_pendente
599;30/07/2019 12:56;41;carrinho
600;06/07/2019 13:49;24;carrinho
601;17/02/2019 20:05;61;carrinho
602;04/04/2019 16:26;64;entregue
603;22/07/2019 20:01;59;entrega_pendente
604;06/04/2019 20:39;95;carrinho
605;25/10/2019 21:41;28;entrega_pendente
606;15/11/2019 12:34;41;entregue
607;23/01/2019 02:09;90;cancelado
608;02/07/2019 11:57;87;pagamento_pendente
609;17/03/2019 02:19;37;entrega_pendente
610;23/04/2019 21:25;49;carrinho
611;27/04/2019 03:20;75;carrinho
612;08/06/2019 10:47;69;carrinho
613;16/01/2020 20:42;83;carrinho
614;08/05/2019 06:54;28;carrinho
615;25/02/2019 21:13;49;entrega_pendente
616;26/12/2019 19:20;10;carrinho
617;27/02/2019 22:18;96;entregue
618;02/02/2019 04:33;26;entregue
619;23/04/2019 04:50;79;carrinho
620;26/06/2019 04:33;67;carrinho
621;21/07/2019 17:35;41;carrinho
622;05/09/2019 19:26;39;carrinho
623;03/02/2020 14:29;13;carrinho
624;18/04/2019 00:33;97;carrinho
625;30/07/2019 01:03;74;carrinho
626;07/11/2019 11:19;77;entrega_pendente
627;29/07/2019 08:50;66;entregue
628;13/08/2019 10:30;27;entrega_pendente
629;15/09/2019 20:47;1;pagamento_pendente
630;04/02/2020 15:20;53;carrinho
631;27/02/2020 19:34;21;pagamento_pendente
632;05/01/2020 08:35;12;cancelado
633;27/07/2019 12:11;50;entrega_pendente
634;28/07/2019 16:38;11;entregue
635;30/04/2019 03:06;25;entrega_pendente
636;15/11/2019 14:03;22;entregue
637;04/03/2019 01:06;91;entrega_pendente
638;24/07/2019 06:26;49;entrega_pendente
639;28/01/2019 04:13;8;carrinho
640;19/06/2019 00:26;60;carrinho
641;14/05/2019 12:24;78;carrinho
642;09/06/2019 01:20;78;entrega_pendente
643;05/06/2019 09:21;57;entrega_pendente
644;02/06/2019 08:47;5;entregue
645;16/02/2020 11:56;80;pagamento_pendente
646;14/02/2019 18:13;92;cancelado
647;16/07/2019 22:35;22;carrinho
648;14/02/2020 15:51;19;entrega_pendente
649;02/12/2019 16:40;71;entregue
650;05/01/2019 02:33;67;entregue
651;13/02/2020 03:42;56;pagamento_pendente
652;19/09/2019 17:20;2;entregue
653;14/10/2019 12:19;96;carrinho
654;26/10/2019 22:26;36;carrinho
655;20/02/2020 18:27;90;pagamento_pendente
